id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
173;job;requests;1566397060.7986608;-0.4757568836212158;https://data.police.uk/api/stops-force?force=gloucestershire&date=2018-08;https://data.police.uk/api/stops-force?force=gloucestershire&date=2018-08;92748;200;True;
174;job;requests;1566397061.7902887;-0.043999433517456055;https://data.police.uk/api/stops-force?force=gloucestershire&date=2018-09;https://data.police.uk/api/stops-force?force=gloucestershire&date=2018-09;29847;200;True;
175;job;requests;1566397062.3549101;-0.13663578033447266;https://data.police.uk/api/stops-force?force=greater-manchester&date=2018-07;https://data.police.uk/api/stops-force?force=greater-manchester&date=2018-07;200938;200;True;
176;job;requests;1566397063.039511;-0.04407763481140137;https://data.police.uk/api/stops-force?force=greater-manchester&date=2018-08;https://data.police.uk/api/stops-force?force=greater-manchester&date=2018-08;239735;200;True;
177;job;requests;1566397063.6355803;-0.051856279373168945;https://data.police.uk/api/stops-force?force=greater-manchester&date=2018-09;https://data.police.uk/api/stops-force?force=greater-manchester&date=2018-09;254155;200;True;
178;job;requests;1566397064.2475243;-0.044116973876953125;https://data.police.uk/api/stops-force?force=gwent&date=2018-07;https://data.police.uk/api/stops-force?force=gwent&date=2018-07;48079;200;True;
179;job;requests;1566397064.8076658;-0.07189178466796875;https://data.police.uk/api/stops-force?force=gwent&date=2018-08;https://data.police.uk/api/stops-force?force=gwent&date=2018-08;58249;200;True;
180;job;requests;1566397065.4039109;-0.051988840103149414;https://data.police.uk/api/stops-force?force=gwent&date=2018-09;https://data.police.uk/api/stops-force?force=gwent&date=2018-09;219677;200;True;
181;job;requests;1566397066.0078974;-0.04785752296447754;https://data.police.uk/api/stops-force?force=hampshire&date=2018-07;https://data.police.uk/api/stops-force?force=hampshire&date=2018-07;382166;200;True;
182;job;requests;1566397066.62826;-0.04787921905517578;https://data.police.uk/api/stops-force?force=hampshire&date=2018-08;https://data.police.uk/api/stops-force?force=hampshire&date=2018-08;495486;200;True;
183;job;requests;1566397067.2405376;-0.047870635986328125;https://data.police.uk/api/stops-force?force=hampshire&date=2018-09;https://data.police.uk/api/stops-force?force=hampshire&date=2018-09;408410;200;True;
184;job;requests;1566397067.8532956;-0.44045042991638184;https://data.police.uk/api/stops-force?force=hertfordshire&date=2018-07;https://data.police.uk/api/stops-force?force=hertfordshire&date=2018-07;298180;200;True;
185;job;requests;1566397068.8426971;-0.047863006591796875;https://data.police.uk/api/stops-force?force=hertfordshire&date=2018-08;https://data.police.uk/api/stops-force?force=hertfordshire&date=2018-08;374618;200;True;
186;job;requests;1566397069.4593303;-0.04385638236999512;https://data.police.uk/api/stops-force?force=hertfordshire&date=2018-09;https://data.police.uk/api/stops-force?force=hertfordshire&date=2018-09;366472;200;True;
187;job;requests;1566397070.0675478;-0.043891191482543945;https://data.police.uk/api/stops-force?force=humberside&date=2018-07;https://data.police.uk/api/stops-force?force=humberside&date=2018-07;73360;200;True;
188;job;requests;1566397070.6354077;-0.043863534927368164;https://data.police.uk/api/stops-force?force=humberside&date=2018-08;https://data.police.uk/api/stops-force?force=humberside&date=2018-08;81075;200;True;
189;job;requests;1566397071.2034554;-0.04388022422790527;https://data.police.uk/api/stops-force?force=humberside&date=2018-09;https://data.police.uk/api/stops-force?force=humberside&date=2018-09;65130;200;True;
190;job;requests;1566397071.7753117;-0.047878265380859375;https://data.police.uk/api/stops-force?force=kent&date=2018-07;https://data.police.uk/api/stops-force?force=kent&date=2018-07;282560;200;True;
191;job;requests;1566397072.3751593;-0.05184817314147949;https://data.police.uk/api/stops-force?force=kent&date=2018-08;https://data.police.uk/api/stops-force?force=kent&date=2018-08;394623;200;True;
192;job;requests;1566397073.0069907;-0.047887563705444336;https://data.police.uk/api/stops-force?force=kent&date=2018-09;https://data.police.uk/api/stops-force?force=kent&date=2018-09;341596;200;True;
193;job;requests;1566397073.6229842;-0.04389810562133789;https://data.police.uk/api/stops-force?force=lancashire&date=2018-07;https://data.police.uk/api/stops-force?force=lancashire&date=2018-07;184056;200;True;
194;job;requests;1566397074.2068741;-0.04386019706726074;https://data.police.uk/api/stops-force?force=lancashire&date=2018-08;https://data.police.uk/api/stops-force?force=lancashire&date=2018-08;187666;200;True;
195;job;requests;1566397074.791348;-0.043878793716430664;https://data.police.uk/api/stops-force?force=lancashire&date=2018-09;https://data.police.uk/api/stops-force?force=lancashire&date=2018-09;195331;200;True;
196;job;requests;1566397075.375381;-0.04386019706726074;https://data.police.uk/api/stops-force?force=leicestershire&date=2018-07;https://data.police.uk/api/stops-force?force=leicestershire&date=2018-07;112999;200;True;
197;job;requests;1566397075.9478173;-0.04388236999511719;https://data.police.uk/api/stops-force?force=leicestershire&date=2018-08;https://data.police.uk/api/stops-force?force=leicestershire&date=2018-08;209622;200;True;
198;job;requests;1566397076.5317547;-0.08794450759887695;https://data.police.uk/api/stops-force?force=leicestershire&date=2018-09;https://data.police.uk/api/stops-force?force=leicestershire&date=2018-09;190311;200;True;
199;job;requests;1566397077.1596956;-0.044057607650756836;https://data.police.uk/api/stops-force?force=lincolnshire&date=2018-07;https://data.police.uk/api/stops-force?force=lincolnshire&date=2018-07;2;200;True;
200;job;requests;1566397077.704063;-0.0438990592956543;https://data.police.uk/api/stops-force?force=lincolnshire&date=2018-08;https://data.police.uk/api/stops-force?force=lincolnshire&date=2018-08;2;200;True;
201;job;requests;1566397078.2521586;-0.044078826904296875;https://data.police.uk/api/stops-force?force=lincolnshire&date=2018-09;https://data.police.uk/api/stops-force?force=lincolnshire&date=2018-09;2;200;True;
202;job;requests;1566397078.8046231;-0.05988335609436035;https://data.police.uk/api/stops-force?force=merseyside&date=2018-07;https://data.police.uk/api/stops-force?force=merseyside&date=2018-07;828368;200;True;
203;job;requests;1566397079.4444706;-0.06385111808776855;https://data.police.uk/api/stops-force?force=merseyside&date=2018-08;https://data.police.uk/api/stops-force?force=merseyside&date=2018-08;1125813;200;True;
204;job;requests;1566397080.1441545;-0.055983543395996094;https://data.police.uk/api/stops-force?force=merseyside&date=2018-09;https://data.police.uk/api/stops-force?force=merseyside&date=2018-09;1096481;200;True;
205;job;requests;1566397080.7763357;-23.83876347541809;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-07;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-07;6572839;200;True;
206;job;requests;1566397105.4166656;-30.000572443008423;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-08;;0;;False;HTTPSConnectionPool(host='data.police.uk', port=443): Read timed out. (read timeout=30)
207;job;requests;1566397135.9185338;-30.605152130126953;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-08;;0;;False;HTTPSConnectionPool(host='data.police.uk', port=443): Read timed out. (read timeout=30)
208;job;requests;1566397167.0253267;-30.162985801696777;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-08;;0;;False;HTTPSConnectionPool(host='data.police.uk', port=443): Read timed out. (read timeout=30)
209;job;requests;1566397197.6898856;-0.4535942077636719;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-08;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-08;10542778;200;True;
210;job;requests;1566397199.1907868;-30.003132581710815;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-09;;0;;False;HTTPSConnectionPool(host='data.police.uk', port=443): Read timed out. (read timeout=30)
211;job;requests;1566397229.6945472;-27.90414309501648;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-09;https://data.police.uk/api/stops-force?force=metropolitan&date=2018-09;7989868;200;True;
212;job;requests;1566397258.6516042;-0.05203962326049805;https://data.police.uk/api/stops-force?force=norfolk&date=2018-07;https://data.police.uk/api/stops-force?force=norfolk&date=2018-07;187399;200;True;
213;job;requests;1566397259.2522209;-0.037770986557006836;https://data.police.uk/api/stops-force?force=norfolk&date=2018-08;https://data.police.uk/api/stops-force?force=norfolk&date=2018-08;155728;200;True;
214;job;requests;1566397259.8221776;-0.046871185302734375;https://data.police.uk/api/stops-force?force=norfolk&date=2018-09;https://data.police.uk/api/stops-force?force=norfolk&date=2018-09;157274;200;True;
215;job;requests;1566397260.3924394;-0.04691505432128906;https://data.police.uk/api/stops-force?force=north-wales&date=2018-07;https://data.police.uk/api/stops-force?force=north-wales&date=2018-07;79501;200;True;
216;job;requests;1566397260.9560544;-0.0531313419342041;https://data.police.uk/api/stops-force?force=north-wales&date=2018-08;https://data.police.uk/api/stops-force?force=north-wales&date=2018-08;94728;200;True;
217;job;requests;1566397261.5260968;-0.053408145904541016;https://data.police.uk/api/stops-force?force=north-wales&date=2018-09;https://data.police.uk/api/stops-force?force=north-wales&date=2018-09;57847;200;True;
218;job;requests;1566397262.0993931;-0.04687166213989258;https://data.police.uk/api/stops-force?force=north-yorkshire&date=2018-07;https://data.police.uk/api/stops-force?force=north-yorkshire&date=2018-07;109445;200;True;
219;job;requests;1566397262.6628487;-0.037774085998535156;https://data.police.uk/api/stops-force?force=north-yorkshire&date=2018-08;https://data.police.uk/api/stops-force?force=north-yorkshire&date=2018-08;120086;200;True;
220;job;requests;1566397263.217747;-0.04687333106994629;https://data.police.uk/api/stops-force?force=north-yorkshire&date=2018-09;https://data.police.uk/api/stops-force?force=north-yorkshire&date=2018-09;109366;200;True;
221;job;requests;1566397263.8029902;-0.03124690055847168;https://data.police.uk/api/stops-force?force=northamptonshire&date=2018-07;https://data.police.uk/api/stops-force?force=northamptonshire&date=2018-07;57957;200;True;
222;job;requests;1566397264.3611834;-0.04504680633544922;https://data.police.uk/api/stops-force?force=northamptonshire&date=2018-08;https://data.police.uk/api/stops-force?force=northamptonshire&date=2018-08;83674;200;True;
223;job;requests;1566397264.9407845;-0.04785275459289551;https://data.police.uk/api/stops-force?force=northamptonshire&date=2018-09;https://data.police.uk/api/stops-force?force=northamptonshire&date=2018-09;73970;200;True;
224;job;requests;1566397265.5166392;-0.03919339179992676;https://data.police.uk/api/stops-force?force=northumbria&date=2018-07;https://data.police.uk/api/stops-force?force=northumbria&date=2018-07;122518;200;True;
225;job;requests;1566397266.092088;-0.053057193756103516;https://data.police.uk/api/stops-force?force=northumbria&date=2018-08;https://data.police.uk/api/stops-force?force=northumbria&date=2018-08;147362;200;True;
226;job;requests;1566397266.6776168;-0.03811764717102051;https://data.police.uk/api/stops-force?force=northumbria&date=2018-09;https://data.police.uk/api/stops-force?force=northumbria&date=2018-09;176286;200;True;
227;job;requests;1566397267.2649374;-0.03772735595703125;https://data.police.uk/api/stops-force?force=nottinghamshire&date=2018-07;https://data.police.uk/api/stops-force?force=nottinghamshire&date=2018-07;173293;200;True;
228;job;requests;1566397267.867729;-0.5165574550628662;https://data.police.uk/api/stops-force?force=nottinghamshire&date=2018-08;https://data.police.uk/api/stops-force?force=nottinghamshire&date=2018-08;145138;200;True;
229;job;requests;1566397268.9231486;-0.4856996536254883;https://data.police.uk/api/stops-force?force=nottinghamshire&date=2018-09;https://data.police.uk/api/stops-force?force=nottinghamshire&date=2018-09;176418;200;True;
230;job;requests;1566397269.9250648;-0.04687142372131348;https://data.police.uk/api/stops-force?force=northern-ireland&date=2018-07;https://data.police.uk/api/stops-force?force=northern-ireland&date=2018-07;2;200;True;
231;job;requests;1566397270.4834862;-0.04404020309448242;https://data.police.uk/api/stops-force?force=northern-ireland&date=2018-08;https://data.police.uk/api/stops-force?force=northern-ireland&date=2018-08;2;200;True;
232;job;requests;1566397271.029563;-0.04867815971374512;https://data.police.uk/api/stops-force?force=northern-ireland&date=2018-09;https://data.police.uk/api/stops-force?force=northern-ireland&date=2018-09;2;200;True;
233;job;requests;1566397271.589507;-0.07587456703186035;https://data.police.uk/api/stops-force?force=south-wales&date=2018-07;https://data.police.uk/api/stops-force?force=south-wales&date=2018-07;552310;200;True;
234;job;requests;1566397272.2412024;-0.07998299598693848;https://data.police.uk/api/stops-force?force=south-wales&date=2018-08;https://data.police.uk/api/stops-force?force=south-wales&date=2018-08;553320;200;True;
235;job;requests;1566397272.90517;-4.404979705810547;https://data.police.uk/api/stops-force?force=south-wales&date=2018-09;https://data.police.uk/api/stops-force?force=south-wales&date=2018-09;1069539;200;True;
236;job;requests;1566397277.9402502;-0.03778815269470215;https://data.police.uk/api/stops-force?force=south-yorkshire&date=2018-07;https://data.police.uk/api/stops-force?force=south-yorkshire&date=2018-07;121056;200;True;
237;job;requests;1566397278.5111933;-0.050411224365234375;https://data.police.uk/api/stops-force?force=south-yorkshire&date=2018-08;https://data.police.uk/api/stops-force?force=south-yorkshire&date=2018-08;152569;200;True;
238;job;requests;1566397279.0813556;-0.1472330093383789;https://data.police.uk/api/stops-force?force=south-yorkshire&date=2018-09;https://data.police.uk/api/stops-force?force=south-yorkshire&date=2018-09;254080;200;True;
239;job;requests;1566397279.7857842;-0.05198526382446289;https://data.police.uk/api/stops-force?force=staffordshire&date=2018-07;https://data.police.uk/api/stops-force?force=staffordshire&date=2018-07;158276;200;True;
240;job;requests;1566397280.3800726;-0.05585885047912598;https://data.police.uk/api/stops-force?force=staffordshire&date=2018-08;https://data.police.uk/api/stops-force?force=staffordshire&date=2018-08;226082;200;True;
241;job;requests;1566397280.9927344;-0.046903133392333984;https://data.police.uk/api/stops-force?force=staffordshire&date=2018-09;https://data.police.uk/api/stops-force?force=staffordshire&date=2018-09;232537;200;True;
242;job;requests;1566397281.5788174;-0.0467379093170166;https://data.police.uk/api/stops-force?force=suffolk&date=2018-07;https://data.police.uk/api/stops-force?force=suffolk&date=2018-07;99513;200;True;
243;job;requests;1566397282.1584232;-0.05341219902038574;https://data.police.uk/api/stops-force?force=suffolk&date=2018-08;https://data.police.uk/api/stops-force?force=suffolk&date=2018-08;90271;200;True;
244;job;requests;1566397282.7286398;-0.055963754653930664;https://data.police.uk/api/stops-force?force=suffolk&date=2018-09;https://data.police.uk/api/stops-force?force=suffolk&date=2018-09;87790;200;True;
245;job;requests;1566397283.3124676;-0.0479884147644043;https://data.police.uk/api/stops-force?force=surrey&date=2018-07;https://data.police.uk/api/stops-force?force=surrey&date=2018-07;152888;200;True;
246;job;requests;1566397283.8871114;-0.05340933799743652;https://data.police.uk/api/stops-force?force=surrey&date=2018-08;https://data.police.uk/api/stops-force?force=surrey&date=2018-08;235079;200;True;
247;job;requests;1566397284.472267;-1.4267985820770264;https://data.police.uk/api/stops-force?force=surrey&date=2018-09;https://data.police.uk/api/stops-force?force=surrey&date=2018-09;270148;200;True;
248;job;requests;1566397286.450269;-1.2897262573242188;https://data.police.uk/api/stops-force?force=sussex&date=2018-07;https://data.police.uk/api/stops-force?force=sussex&date=2018-07;280126;200;True;
249;job;requests;1566397288.2880204;-0.053659915924072266;https://data.police.uk/api/stops-force?force=sussex&date=2018-08;https://data.police.uk/api/stops-force?force=sussex&date=2018-08;407714;200;True;
250;job;requests;1566397288.9056277;-1.4570505619049072;https://data.police.uk/api/stops-force?force=sussex&date=2018-09;https://data.police.uk/api/stops-force?force=sussex&date=2018-09;313951;200;True;
251;job;requests;1566397290.9111276;-1.0315990447998047;https://data.police.uk/api/stops-force?force=thames-valley&date=2018-07;https://data.police.uk/api/stops-force?force=thames-valley&date=2018-07;296525;200;True;
252;job;requests;1566397292.4947178;-0.06760001182556152;https://data.police.uk/api/stops-force?force=thames-valley&date=2018-08;https://data.police.uk/api/stops-force?force=thames-valley&date=2018-08;430072;200;True;
253;job;requests;1566397293.139063;-0.06246495246887207;https://data.police.uk/api/stops-force?force=thames-valley&date=2018-09;https://data.police.uk/api/stops-force?force=thames-valley&date=2018-09;346985;200;True;
254;job;requests;1566397293.755712;-0.046744585037231445;https://data.police.uk/api/stops-force?force=warwickshire&date=2018-07;https://data.police.uk/api/stops-force?force=warwickshire&date=2018-07;107809;200;True;
255;job;requests;1566397294.341424;-0.5633833408355713;https://data.police.uk/api/stops-force?force=warwickshire&date=2018-08;https://data.police.uk/api/stops-force?force=warwickshire&date=2018-08;99668;200;True;
256;job;requests;1566397295.4438195;-0.046866416931152344;https://data.police.uk/api/stops-force?force=warwickshire&date=2018-09;https://data.police.uk/api/stops-force?force=warwickshire&date=2018-09;85890;200;True;
257;job;requests;1566397296.0071476;-0.05188274383544922;https://data.police.uk/api/stops-force?force=west-mercia&date=2018-07;https://data.police.uk/api/stops-force?force=west-mercia&date=2018-07;190730;200;True;
258;job;requests;1566397296.5989926;-0.05185747146606445;https://data.police.uk/api/stops-force?force=west-mercia&date=2018-08;https://data.police.uk/api/stops-force?force=west-mercia&date=2018-08;179799;200;True;
259;job;requests;1566397297.1868021;-0.05589699745178223;https://data.police.uk/api/stops-force?force=west-mercia&date=2018-09;https://data.police.uk/api/stops-force?force=west-mercia&date=2018-09;245891;200;True;
260;job;requests;1566397297.7857497;-0.06914830207824707;https://data.police.uk/api/stops-force?force=west-midlands&date=2018-07;https://data.police.uk/api/stops-force?force=west-midlands&date=2018-07;701419;200;True;
261;job;requests;1566397298.4342887;-0.12252020835876465;https://data.police.uk/api/stops-force?force=west-midlands&date=2018-08;https://data.police.uk/api/stops-force?force=west-midlands&date=2018-08;737232;200;True;
262;job;requests;1566397299.159379;-0.08456587791442871;https://data.police.uk/api/stops-force?force=west-midlands&date=2018-09;https://data.police.uk/api/stops-force?force=west-midlands&date=2018-09;799169;200;True;
263;job;requests;1566397299.8273447;-0.06865620613098145;https://data.police.uk/api/stops-force?force=west-yorkshire&date=2018-07;https://data.police.uk/api/stops-force?force=west-yorkshire&date=2018-07;469754;200;True;
264;job;requests;1566397300.4663377;-0.08450078964233398;https://data.police.uk/api/stops-force?force=west-yorkshire&date=2018-08;https://data.police.uk/api/stops-force?force=west-yorkshire&date=2018-08;534057;200;True;
265;job;requests;1566397301.1154387;-0.1382591724395752;https://data.police.uk/api/stops-force?force=west-yorkshire&date=2018-09;https://data.police.uk/api/stops-force?force=west-yorkshire&date=2018-09;482088;200;True;
266;job;requests;1566397301.834066;-0.12181353569030762;https://data.police.uk/api/stops-force?force=wiltshire&date=2018-07;https://data.police.uk/api/stops-force?force=wiltshire&date=2018-07;55186;200;True;
267;job;requests;1566397302.4726923;-0.04673957824707031;https://data.police.uk/api/stops-force?force=wiltshire&date=2018-08;https://data.police.uk/api/stops-force?force=wiltshire&date=2018-08;54246;200;True;
268;job;requests;1566397303.0527518;-0.03740286827087402;https://data.police.uk/api/stops-force?force=wiltshire&date=2018-09;https://data.police.uk/api/stops-force?force=wiltshire&date=2018-09;73115;200;True;
269;job;requests;1566397524.5975018;-0.24780511856079102;https://data.police.uk/api/forces;https://data.police.uk/api/forces;2258;200;True;
